jersey_number,position,name,dob,nation,nation_code,club,club_country,height_cm,caps,int_goals,c2425_matches,c2425_starts,c2425_minutes,c2425_nineties,c2425_goals,c2425_assists,c2425_pens_scored,c2425_pens_att,c2425_yellows,c2425_reds,c2425_shots,c2425_shots_on_target,c2425_fouls,c2425_interceptions,c2425_tackles_won,c2425_own_goals,c2425_pens_won,c2425_pens_conceded,c2425_match_score,c2425_matched_player,c2526_matches,c2526_starts,c2526_minutes,c2526_nineties,c2526_goals,c2526_assists,c2526_pens_scored,c2526_pens_att,c2526_yellows,c2526_reds,c2526_shots,c2526_shots_on_target,c2526_fouls,c2526_interceptions,c2526_tackles_won,c2526_own_goals,c2526_pens_won,c2526_pens_conceded,c2526_match_score,c2526_matched_player,i2018_matches,i2018_starts,i2018_minutes,i2018_nineties,i2018_goals,i2018_assists,i2018_pens_scored,i2018_pens_att,i2018_yellows,i2018_reds,i2018_shots,i2018_shots_on_target,i2018_fouls,i2018_interceptions,i2018_tackles_won,i2018_own_goals,i2018_pens_won,i2018_pens_conceded,i2018_match_score,i2018_matched_player,i2022_matches,i2022_starts,i2022_minutes,i2022_nineties,i2022_goals,i2022_assists,i2022_pens_scored,i2022_pens_att,i2022_yellows,i2022_reds,i2022_shots,i2022_shots_on_target,i2022_fouls,i2022_interceptions,i2022_tackles_won,i2022_own_goals,i2022_pens_won,i2022_pens_conceded,i2022_match_score,i2022_matched_player
10,FW,DIAZ Brahim Brahim ABDELKADER DIAZ BRAHIM,03/08/1999,Morocco,MAR,Real Madrid C. F.,ESP,170,29,15,31.0,16.0,1385.0,15.4,4.0,2.0,0.0,0.0,0.0,0.0,28.0,17.0,14.0,5.0,18.0,0.0,,,100.0,Brahim Díaz,30.0,13.0,1257.0,14.0,1.0,6.0,0.0,0.0,2.0,0.0,15.0,7.0,19.0,2.0,10.0,0.0,,,100.0,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MF,SAIBARI Ismael Ismael SAIBARI SAIBARI,28/01/2001,Morocco,MAR,PSV Eindhoven,NED,185,33,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,GK,EL KAJOUI Munir Monir EL KAJOUI EL KAJOUI,10/05/1989,Morocco,MAR,RS Berkane,MAR,190,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Munir,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Munir
13,DF,EL OUAHDI Zakaria Zakaria EL OUAHDI EL OUAHDI,31/12/2001,Morocco,MAR,KRC Genk,BEL,171,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DF,DIOP Issa Issa Laye Lucas Jean DIOP ISSA,09/01/1997,Morocco,MAR,Fulham FC,ENG,194,6,0,21.0,15.0,1339.0,14.9,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,10.0,9.0,12.0,1.0,,,100.0,Issa Diop,13.0,8.0,816.0,9.1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,6.0,2.0,0.0,,,100.0,Issa Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MF,EL MOURABET Samir Samir EL MOURABET EL MOURABET,06/10/2005,Morocco,MAR,RC Strasbourg,FRA,187,7,0,,,,,,,,,,,,,,,,,,,100.0,Samir El Mourabet,33.0,25.0,2128.0,23.6,1.0,2.0,0.0,0.0,4.0,0.0,12.0,1.0,23.0,27.0,37.0,0.0,,,100.0,Samir El Mourabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MF,YASSINE Gessime Gessime Ben Youssef Mustapha YASSINE YASSINE,22/11/2005,Morocco,MAR,RC Strasbourg,FRA,172,5,1,,,,,,,,,,,,,,,,,,,,,12.0,6.0,510.0,5.7,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,1.0,9.0,0.0,,,100.0,Gessime Yassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FW,SBAI Amine Mohamed Amine SBAI SBAÏ,05/11/2000,Morocco,MAR,Angers SCO,FRA,175,2,0,,,,,,,,,,,,,,,,,,,,,25.0,23.0,1818.0,20.2,3.0,1.0,0.0,1.0,3.0,1.0,34.0,16.0,15.0,4.0,10.0,0.0,,,100.0,Amine Sbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DF,RIAD Chadi Chadi RIAD RIAD,17/06/2003,Morocco,MAR,Crystal Palace FC,ENG,186,9,1,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,,100.0,Chadi Riad,9.0,6.0,552.0,6.1,0.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,5.0,4.0,5.0,0.0,,,100.0,Chadi Riad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,DF,BELAMMARI Youssef Youssef BELAMMARI BELAMMARI,20/09/1998,Morocco,MAR,Al Ahly FC,EGY,175,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FW,EL KAABI Ayoub Ayoub EL KAABI EL KAABI,25/06/1993,Morocco,MAR,Olympiacos FC,GRE,182,72,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,Ayoub El Kaabi,,,,,,,,,,,,,,,,,,,,
21,FW,AMAIMOUNI Ayoube Ayoube AMAIMOUNI AMAIMOUNI,30/11/2004,Morocco,MAR,Eintracht Frankfurt,GER,179,4,0,,,,,,,,,,,,,,,,,,,,,17.0,6.0,586.0,6.5,2.0,3.0,0.0,0.0,1.0,0.0,12.0,7.0,8.0,2.0,5.0,0.0,,,100.0,Ayoube Amaimouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,GK,TAGNAOUTI Ahmed Reda Ahmed Reda TAGNAOUTI TAGNAOUTI,05/04/1996,Morocco,MAR,ASFAR,MAR,194,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Ahmed Reda Tagnaouti,,,,,,,,,,,,,,,,,,,100.0,Ahmed Reda Tagnaouti
23,MF,EL KHANNOUSS Bilal Bilal EL KHANNOUSS EL KHANNOUSS,10/05/2004,Morocco,MAR,VfB Stuttgart,GER,180,40,3,32.0,27.0,2182.0,24.2,2.0,3.0,0.0,0.0,4.0,0.0,30.0,7.0,30.0,5.0,30.0,0.0,,,100.0,Bilal El Khannouss,25.0,19.0,1630.0,18.1,4.0,5.0,0.0,0.0,6.0,0.0,42.0,15.0,19.0,10.0,21.0,0.0,,,100.0,Bilal El Khannouss,,,,,,,,,,,,,,,,,,,,,1.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Bilal El Khannouss
24,MF,EL AYNAOUI Neil Neil Yoni EL AYNAOUI EL AYNAOUI,02/07/2001,Morocco,MAR,AS Roma,ITA,185,19,2,24.0,17.0,1588.0,17.6,8.0,1.0,3.0,3.0,4.0,0.0,19.0,10.0,35.0,31.0,24.0,0.0,,,100.0,Neil El Aynaoui,25.0,8.0,999.0,11.1,1.0,2.0,0.0,0.0,5.0,0.0,6.0,4.0,23.0,18.0,10.0,0.0,,,100.0,Neil El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DF,HALHAL Redouane Redouane HALHAL HALHAL,05/03/2003,Morocco,MAR,KV Mechelen,BEL,189,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DF,SALAH EDDINE Anass Anass SALAH EDDINE SALAH-EDDINE,18/01/2002,Morocco,MAR,PSV Eindhoven,NED,181,11,0,3.0,2.0,152.0,1.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,,,100.0,Anass Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,VERBRUGGEN Bart Bart VERBRUGGEN VERBRUGGEN,18/08/2002,Netherlands,NED,Brighton & Hove Albion FC,ENG,193,31,0,36.0,36.0,3240.0,36.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Bart Verbruggen,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,,,100.0,Bart Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DF,GEERTRUIDA Lutsharel Lutsharel Emiliano GEERTRUIDA GEERTRUIDA,18/07/2000,Netherlands,NED,Sunderland AFC,ENG,185,21,0,24.0,17.0,1557.0,17.3,1.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,17.0,16.0,24.0,0.0,,,100.0,Lutsharel Geertruida,28.0,17.0,1693.0,18.8,0.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,15.0,20.0,22.0,0.0,,,100.0,Lutsharel Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MF,DE ROON Marten Marten Elco DE ROON DE ROON,29/03/1991,Netherlands,NED,Atalanta Bergamo,ITA,186,43,1,36.0,34.0,3058.0,34.0,4.0,4.0,0.0,0.0,5.0,0.0,14.0,4.0,48.0,48.0,47.0,0.0,,,100.0,Marten de Roon,34.0,32.0,2691.0,29.9,1.0,2.0,0.0,0.0,8.0,1.0,16.0,4.0,37.0,26.0,44.0,0.0,,,100.0,Marten de Roon,,,,,,,,,,,,,,,,,,,,,5.0,3.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,,,100.0,Marten de Roon
4,DF,VAN DIJK Virgil Virgil VAN DIJK VIRGIL,08/07/1991,Netherlands,NED,Liverpool FC,ENG,195,94,13,37.0,37.0,3330.0,37.0,3.0,1.0,0.0,0.0,5.0,0.0,26.0,8.0,17.0,54.0,20.0,0.0,,,100.0,Virgil van Dijk,38.0,38.0,3420.0,38.0,6.0,0.0,0.0,0.0,4.0,0.0,30.0,14.0,19.0,26.0,15.0,0.0,,,100.0,Virgil van Dijk,,,,,,,,,,,,,,,,,,,,,5.0,5.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,1.0,0.0,,,100.0,Virgil van Dijk
5,DF,AKE Nathan Nathan Benjamin AKE AKÉ,18/02/1995,Netherlands,NED,Manchester City FC,ENG,180,60,5,10.0,8.0,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,6.0,0.0,,,100.0,Nathan Aké,18.0,6.0,695.0,7.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,3.0,5.0,6.0,0.0,,,100.0,Nathan Aké,,,,,,,,,,,,,,,,,,,,,5.0,5.0,479.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,,,100.0,Nathan Aké
6,DF,VAN HECKE Jan Paul Jan-Paul VAN HECKE VAN HECKE,08/06/2000,Netherlands,NED,Brighton & Hove Albion FC,ENG,189,14,0,34.0,33.0,2958.0,32.9,1.0,1.0,0.0,0.0,8.0,1.0,17.0,5.0,25.0,25.0,29.0,0.0,,,100.0,Jan Paul van Hecke,36.0,36.0,3210.0,35.7,3.0,3.0,0.0,0.0,9.0,0.0,23.0,10.0,27.0,45.0,31.0,1.0,,,100.0,Jan Paul van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MF,KLUIVERT Justin Justin Dean KLUIVERT KLUIVERT,05/05/1999,Netherlands,NED,AFC Bournemouth,ENG,173,12,0,34.0,29.0,2340.0,26.0,12.0,6.0,6.0,6.0,8.0,0.0,63.0,29.0,46.0,13.0,9.0,0.0,,,100.0,Justin Kluivert,20.0,10.0,952.0,10.6,2.0,0.0,0.0,0.0,5.0,0.0,17.0,4.0,18.0,4.0,7.0,0.0,,,100.0,Justin Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MF,GRAVENBERCH Ryan Ryan Jiro GRAVENBERCH GRAVENBERCH,16/05/2002,Netherlands,NED,Liverpool FC,ENG,190,29,1,37.0,37.0,3160.0,35.1,0.0,4.0,0.0,0.0,6.0,1.0,20.0,5.0,47.0,56.0,37.0,0.0,,,100.0,Ryan Gravenberch,36.0,34.0,2992.0,33.2,5.0,3.0,0.0,0.0,5.0,0.0,38.0,13.0,38.0,44.0,35.0,0.0,,,100.0,Ryan Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FW,WEGHORST Wout Wout François Maria WEGHORST WEGHORST,07/08/1992,Netherlands,NED,AFC Ajax,NED,197,52,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,64.0,0.7,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,,,100.0,Wout Weghorst
10,FW,DEPAY Memphis Memphis DEPAY MEMPHIS,13/02/1994,Netherlands,NED,SC Corinthians,BRA,178,111,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,297.0,3.3,1.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,1.0,1.0,1.0,0.0,,,100.0,Memphis
11,FW,GAKPO Cody Cody Mathès GAKPO GAKPO,07/05/1999,Netherlands,NED,Liverpool FC,ENG,193,52,23,35.0,23.0,1935.0,21.5,10.0,4.0,0.0,0.0,5.0,0.0,57.0,23.0,20.0,12.0,17.0,0.0,,,100.0,Cody Gakpo,36.0,32.0,2737.0,30.4,7.0,5.0,0.0,0.0,3.0,0.0,87.0,21.0,42.0,12.0,15.0,0.0,,,100.0,Cody Gakpo,,,,,,,,,,,,,,,,,,,,,5.0,5.0,450.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,3.0,3.0,0.0,,,100.0,Cody Gakpo
12,DF,WIEFFER Mats Mats Henrik Berne WIEFFER WIEFFER,16/11/1999,Netherlands,NED,Brighton & Hove Albion FC,ENG,189,15,1,25.0,10.0,1015.0,11.3,1.0,3.0,0.0,0.0,6.0,0.0,9.0,4.0,23.0,16.0,34.0,0.0,,,100.0,Mats Wieffer,26.0,23.0,1903.0,21.1,2.0,3.0,0.0,0.0,8.0,0.0,18.0,6.0,30.0,24.0,43.0,0.0,,,100.0,Mats Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GK,ROEFS Robin Robin Gerardus Petrus ROEFS ROEFS,17/01/2003,Netherlands,NED,Sunderland AFC,ENG,193,1,0,,,,,,,,,,,,,,,,,,,,,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Robin Roefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MF,REIJNDERS Tijjani Tijjani Martinus Jan REIJNDERS REIJNDERS,29/07/1998,Netherlands,NED,Manchester City FC,ENG,178,34,7,37.0,36.0,3128.0,34.8,10.0,4.0,0.0,0.0,2.0,1.0,77.0,28.0,28.0,37.0,13.0,0.0,,,100.0,Tijjani Reijnders,28.0,19.0,1631.0,18.1,5.0,2.0,0.0,0.0,2.0,0.0,49.0,16.0,19.0,11.0,4.0,0.0,,,100.0,Tijjani Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DF,VAN DE VEN Micky Micky VAN DE VEN VAN DE VEN,19/04/2001,Netherlands,NED,Tottenham Hotspur FC,ENG,193,23,1,13.0,12.0,1015.0,11.3,0.0,2.0,0.0,0.0,4.0,0.0,6.0,2.0,10.0,9.0,7.0,0.0,,,100.0,Micky van de Ven,35.0,35.0,3041.0,33.8,4.0,1.0,0.0,0.0,9.0,1.0,16.0,6.0,28.0,21.0,20.0,0.0,,,100.0,Micky van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MF,TIL Guus Guus Berend TIL TIL,22/12/1997,Netherlands,NED,PSV Eindhoven,NED,188,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FW,LANG Noa Noa Noëll LANG LANG,17/06/1999,Netherlands,NED,Galatasaray SK,TUR,176,16,3,,,,,,,,,,,,,,,,,,,,,18.0,7.0,666.0,7.4,1.0,2.0,0.0,0.0,2.0,0.0,9.0,4.0,5.0,2.0,8.0,0.0,,,100.0,Noa Lang,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,100.0,Noa Lang
18,FW,MALEN Donyell Donyell MALEN MALEN,19/01/1999,Netherlands,NED,AS Roma,ITA,178,55,13,14.0,2.0,305.0,3.4,3.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,0.0,4.0,0.0,,,100.0,Donyell Malen,21.0,5.0,656.0,7.3,4.0,1.0,0.0,0.0,0.0,0.0,27.0,9.0,2.0,0.0,2.0,0.0,,,100.0,Donyell Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,FW,BROBBEY Brian Brian Ebenezer Adjei BROBBEY BROBBEY,01/02/2002,Netherlands,NED,Sunderland AFC,ENG,181,14,3,,,,,,,,,,,,,,,,,,,,,31.0,22.0,1927.0,21.4,7.0,1.0,0.0,0.0,6.0,0.0,36.0,18.0,33.0,0.0,2.0,0.0,,,100.0,Brian Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MF,KOOPMEINERS Teun Teun KOOPMEINERS KOOPMEINERS,28/02/1998,Netherlands,NED,Juventus FC,ITA,185,30,3,28.0,23.0,1994.0,22.2,3.0,3.0,0.0,0.0,3.0,0.0,42.0,11.0,32.0,8.0,17.0,0.0,,,100.0,Teun Koopmeiners,33.0,18.0,1827.0,20.3,0.0,0.0,0.0,0.0,5.0,0.0,28.0,7.0,33.0,18.0,13.0,0.0,,,100.0,Teun Koopmeiners,,,,,,,,,,,,,,,,,,,,,5.0,1.0,219.0,2.4,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,3.0,5.0,0.0,,,100.0,Teun Koopmeiners
21,MF,DE JONG Frenkie Frenkie DE JONG F. DE JONG,12/05/1997,Netherlands,NED,FC Barcelona,ESP,181,68,2,26.0,9.0,1143.0,12.7,2.0,2.0,0.0,0.0,3.0,0.0,5.0,3.0,14.0,14.0,12.0,0.0,,,100.0,Frenkie de Jong,25.0,16.0,1636.0,18.2,1.0,5.0,0.0,0.0,4.0,1.0,7.0,2.0,10.0,17.0,19.0,0.0,,,100.0,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,5.0,5.0,475.0,5.3,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,6.0,6.0,0.0,,,100.0,Frenkie de Jong
22,DF,DUMFRIES Denzel Denzel Justus Morris DUMFRIES DUMFRIES,18/04/1996,Netherlands,NED,FC Internazionale Milano,ITA,188,74,11,29.0,20.0,1955.0,21.7,7.0,2.0,0.0,0.0,4.0,0.0,37.0,19.0,53.0,7.0,19.0,0.0,,,100.0,Denzel Dumfries,20.0,15.0,1325.0,14.7,3.0,1.0,0.0,0.0,2.0,0.0,23.0,5.0,20.0,7.0,9.0,0.0,,,100.0,Denzel Dumfries,,,,,,,,,,,,,,,,,,,,,5.0,5.0,479.0,5.3,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,17.0,7.0,5.0,0.0,,,100.0,Denzel Dumfries
23,GK,FLEKKEN Mark Mark Maria Hubertus FLEKKEN FLEKKEN,13/06/1993,Netherlands,NED,Bayer 04 Leverkusen,GER,195,12,0,37.0,37.0,3275.0,36.4,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,100.0,Mark Flekken,24.0,24.0,2129.0,23.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Mark Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,FW,SUMMERVILLE Crysencio Crysencio Jilbert Sylverio Cir SUMMERVILLE SUMMERVILLE,30/10/2001,Netherlands,NED,West Ham United FC,ENG,172,4,2,19.0,7.0,786.0,8.7,1.0,1.0,0.0,0.0,2.0,0.0,14.0,5.0,9.0,0.0,7.0,0.0,,,100.0,Crysencio Summerville,31.0,29.0,2470.0,27.4,5.0,2.0,0.0,0.0,6.0,0.0,54.0,15.0,49.0,15.0,26.0,0.0,,,100.0,Crysencio Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DF,HATO Jorrel Jorrel Evan HATO HATO,07/03/2006,Netherlands,NED,Chelsea FC,ENG,182,8,0,,,,,,,,,,,,,,,,,,,,,22.0,12.0,1148.0,12.8,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,15.0,17.0,19.0,0.0,,,100.0,Jorrel Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MF,TIMBER Quinten Quinten Ryan Crispito TIMBER Q. TIMBER,17/06/2001,Netherlands,NED,Olympique Marseille,FRA,176,12,1,,,,,,,,,,,,,,,,,,,,,15.0,14.0,1105.0,12.3,0.0,0.0,0.0,0.0,4.0,0.0,10.0,2.0,13.0,9.0,17.0,0.0,,,100.0,Quinten Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,CROCOMBE Max Maxime Teremoana CROCOMBE CROCOMBE,12/08/1993,New Zealand,NZL,Millwall FC,ENG,190,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DF,PAYNE Tim Timothy John PAYNE PAYNE,10/01/1994,New Zealand,NZL,Wellington Phoenix FC,NZL,179,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DF,DE VRIES Francis Francis DE VRIES DE VRIES,28/11/1994,New Zealand,NZL,Auckland FC,NZL,181,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DF,BINDON Tyler Tyler Grant BINDON BINDON,27/01/2005,New Zealand,NZL,She,ENG,190,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DF,BOXALL Michael Michael Joseph BOXALL BOXALL,18/08/1988,New Zealand,NZL,Minnesota United FC,USA,191,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MF,BELL Joe Joe Zen Robert BELL BELL,27/04/1999,New Zealand,NZL,Viking Stavanger,NOR,182,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FW,ROGERSON Logan Logan Tipene ROGERSON ROGERSON,28/05/1998,New Zealand,NZL,Auckland FC,NZL,182,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MF,STAMENIC Marko Marko Seufatu Nikola STAMENIC STAMENIC,19/02/2002,New Zealand,NZL,Swansea City AFC,WAL,188,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FW,WOOD Chris Christopher Grant WOOD WOOD,07/12/1991,New Zealand,NZL,Nottingham Forest FC,ENG,191,92,45,36.0,35.0,2959.0,32.9,20.0,3.0,3.0,3.0,1.0,0.0,68.0,35.0,25.0,6.0,5.0,0.0,,,100.0,Chris Wood,15.0,11.0,901.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,6.0,1.0,1.0,0.0,,,100.0,Chris Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MF,SINGH Sarpreet Sarpreet SINGH SINGH,20/02/1999,New Zealand,NZL,Wellington Phoenix FC,NZL,180,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MF,JUST Elijah Elijah Henry JUST JUST,01/05/2000,New Zealand,NZL,Motherwell FC,SCO,176,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,GK,PAULSEN Alex Alexander Noah PAULSEN PAULSEN,04/07/2002,New Zealand,NZL,Lechia Gdańsk,POL,193,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DF,CACACE Liberato Liberato Gianpaolo CACACE CACACE,27/09/2000,New Zealand,NZL,Wrexham AFC,WAL,182,39,1,33.0,24.0,2230.0,24.8,2.0,4.0,0.0,0.0,6.0,0.0,29.0,9.0,27.0,22.0,27.0,0.0,,,100.0,Liberato Cacace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MF,RUFER Alex Alex Arthur RUFER RUFER,12/06/1996,New Zealand,NZL,Wellington Phoenix FC,NZL,180,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DF,PIJNAKER Nando Nando Zen PIJNAKER PIJNAKER,25/02/1999,New Zealand,NZL,Auckland FC,NZL,185,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
